"ystrata" "birthstrata" "racestrata"
"136" 121.204472819784 2076.70958247628 0
"137" 120.923589424319 2094.13286056103 0
"138" 119.802067316395 1988.59991784694 0
"139" 120.650913391974 2052.98551640679 0
"140" 119.082634428287 1868.26860941369 0
"141" 118.914146157844 1933.04118307581 0
"142" 119.449899092188 1962.64403561276 0
"143" 120.116401787215 2031.95601245003 0
"144" 119.480614064077 1985.06119013377 0
"145" 119.790779700059 1983.36652357807 0
"146" 120.28798106162 2064.65038193798 0
"147" 120.59013640016 2071.02292310388 0
"148" 120.873930277548 2058.18138488641 0
"149" 119.665635588844 1987.41244213148 0
"150" 121.558253126887 2162.41726173876 0
"151" 118.894555903143 1877.50615740175 0
"152" 121.141369011048 2122.79133247362 0
"153" 119.840181204479 1976.79739547925 0
"154" 118.418298684679 1904.05163446249 0
"155" 120.666706179008 2052.85012326419 0
"156" 121.873195955131 2168.04880991392 0
"157" 119.388736258097 1964.4525163692 0
"158" 118.605702270302 1885.25219938305 0
"159" 119.382605557489 1992.05812178247 0
"160" 120.122866067406 1994.91702509808 0
"161" 118.648208103988 1863.51931099319 0
"162" 121.252368590161 2149.75306070156 0
"163" 121.802970780734 2158.68880467274 0
"164" 120.203995899491 2049.84563581451 0
"165" 118.720347766928 1889.68644366562 0
"166" 120.744911730216 2035.14613898282 0
"167" 118.771092995743 1899.2194154854 0
"168" 120.241025929923 2056.00518275859 0
"169" 120.286098785709 2025.09027763132 0
"170" 120.424041473711 2043.51676417131 0
"171" 120.829596755739 2037.45217168884 0
"172" 119.477953248115 1948.19879678852 0
"173" 120.528278177345 2043.60155228462 0
"174" 118.19299123779 1820.10695372895 0
"175" 119.896945218392 2021.92742392864 0
"176" 119.739001115663 1968.98152227111 0
"177" 118.954288687119 1978.48996291942 0
"178" 120.764276557191 2061.69837256561 0
"179" 119.505717330873 1978.18573434412 0
"180" 119.055953640937 1914.21014121815 0
"181" 120.568611130833 2094.35461620494 0
"182" 120.229976643465 2068.19969484832 0
"183" 120.306348528857 2039.67698140432 0
"184" 120.057365918898 1960.47891874125 0
"185" 119.981760228934 1964.0021020818 0
"186" 120.607976158999 2082.6356081296 0
"187" 120.06881650912 2062.94196239269 0
"188" 118.175954143094 1830.43015842359 0
"189" 122.106466425849 2238.53830114902 0
"190" 119.145573348102 1878.83419051492 0
"191" 119.639759188721 2003.0350391667 0
"192" 119.267192242645 1945.06220716371 0
"193" 120.503539582292 2074.51739546367 0
"194" 120.882851555627 2097.91396349158 0
"195" 120.475245924684 2023.47523683644 0
"196" 119.579790360119 1970.30461015295 0
"197" 120.858053644488 2086.96711342953 0
"198" 121.992440186823 2224.03884557828 0
"199" 118.35171890783 1844.90138527276 0
"200" 119.599054994539 1915.92268895657 0
"201" 120.562223317425 2023.01994828894 0
"202" 119.442916398266 1987.76870029393 0
"203" 118.754068546097 1836.57425801157 0
"204" 121.53742026987 2196.11457852275 0
"205" 119.695092089651 1998.81676930308 0
"206" 119.90079970651 1974.29742981485 0
"207" 120.42353157198 2074.66257072791 0
"208" 119.342884142128 1957.49415900331 0
"209" 118.039442333409 1772.55536654098 0
"210" 119.727704686123 1980.90668460358 0
"211" 119.756341945561 1964.05481688903 0
"212" 120.426596681222 2061.15760909107 0
"213" 119.327685639416 2003.97418641716 0
"214" 121.282359374134 2167.73088717819 0
"215" 119.05240725243 1887.01068775251 0
"216" 118.592060594123 1883.70238406667 0
"217" 122.179791578514 2182.50400724648 0
"218" 120.758552456345 2068.2058176432 0
"219" 118.321937660641 1826.33541758191 0
"220" 121.616284734491 2149.02954096856 0
"221" 119.270742584876 1938.46548714899 0
"222" 118.608616685477 1859.95667319723 0
"223" 119.980908979226 2004.25543882765 0
"224" 120.152928068217 2066.76785535389 0
"225" 119.577945514204 1921.94801483131 0
"226" 120.914979483728 2077.74058630038 0
"227" 120.430875458849 2002.99733387097 0
"228" 120.877067892373 2097.04113807243 0
"229" 119.853704938159 1967.39024695009 0
"230" 119.426808580425 1964.26052199917 0
"231" 121.643226967978 2158.17321564405 0
"232" 119.200425845117 1940.21509819243 0
"233" 120.366273041671 2104.84597020824 0
"234" 120.307644266546 1977.70330067396 0
"235" 121.581868568528 2190.44509824242 0
"236" 119.991461919856 2017.1366135657 0
"237" 121.857958199657 2132.86353231905 0
"238" 119.960661438954 2043.23793314524 0
"239" 120.033009316469 2026.70853214149 0
"240" 121.93343155543 2153.07663058549 0
"241" 120.23198873702 2030.25355375279 0
"242" 119.6217435953 2002.98101294577 0
"243" 119.159784029226 1921.01570830016 0
"244" 121.34439627752 2137.51132362738 0
"245" 119.15396915666 1919.51990707013 0
"246" 119.479931909902 2008.72359873272 0
"247" 119.063829792937 1932.83390602912 0
"248" 119.648822153594 1949.0219800482 0
"249" 120.391620159624 2034.58563548222 0
"250" 120.440387860991 2068.96160257112 0
"251" 118.762387021129 1908.06085012978 0
"252" 119.70094504853 1994.76207763579 0
"253" 119.157404967937 1891.51679958048 0
"254" 121.748970290353 2244.31671620591 0
"255" 119.275583252062 1906.8685284606 0
"256" 119.42223492227 1966.03514094854 0
"257" 120.043073022782 2022.00918876274 0
"258" 118.161525936632 1789.88424326429 0
"259" 120.309158159922 2028.557705456 0
"260" 121.222748822697 2134.88440395515 0
"261" 119.825150184956 1987.23591997069 0
"262" 120.65709123946 2025.01790582727 0
"263" 119.357217540834 1942.51466799973 0
"264" 120.464376752615 2053.88542412695 0
"265" 119.678098489806 1973.14027987113 0
"266" 118.942664679341 1902.98131130776 0
"267" 122.095877249519 2217.71573167604 0
"268" 120.80628459423 2075.67251816239 0
"269" 120.125515733638 2027.97739159416 0
"270" 121.291505327152 2157.0375449686 0
"271" 120.778554512989 2139.08687893167 0
"272" 119.45211478023 1979.70624683291 0
"273" 119.874940711981 2049.6499826366 0
"274" 120.736236418053 2062.13398568181 0
"275" 120.242504947846 2028.31816095013 0
"276" 118.057544534301 1838.84124086062 0
"277" 121.313189272791 2084.95910686731 0
"278" 117.759553326281 1850.26648171211 0
"279" 120.700495780138 2076.97979750146 0
"280" 118.730255013564 1876.99224402222 0
"281" 117.983355521545 1822.02488853487 0
"282" 121.216189443755 2123.35723549315 0
"283" 119.030101549159 1987.21330885145 0
"284" 121.809008847616 2169.94058973535 0
"285" 120.416448857454 2086.35787766036 0
"286" 120.166928064573 2008.39300429032 0
"287" 120.120052473758 1962.69730831653 0
"288" 120.206819287092 2022.53011464333 0
"289" 119.441043887884 1922.40144525982 0
"290" 119.91944283471 1992.29785659816 0
"291" 120.300036140915 2004.20180164644 0
"292" 119.129917090363 1964.6335527152 0
"293" 119.436266154464 1941.54150673258 0
"294" 118.952497331264 1942.58179599541 0
"295" 120.821277756283 2085.16384791049 0
"296" 118.334151324096 1798.68002660556 0
"297" 118.797134562304 1891.25097659329 0
"298" 119.840364314386 1972.9931781834 0
"299" 119.48269978966 1939.94447902608 0
"300" 121.757054593981 2159.70639910034 0
"301" 118.179829628293 1834.17738302546 0
"302" 119.453043016242 1969.50160731965 0
"303" 120.722838198045 2106.21563283033 0
"304" 121.122758833076 2113.30853373192 0
"305" 118.936666148558 1928.94602030992 0
"306" 120.218620148123 2047.18290680008 0
"307" 120.937883887041 2104.29235962436 0
"308" 120.59389749621 2029.87819233354 0
"309" 120.169846702603 2031.61558105319 0
"310" 121.702563782692 2156.56065338814 0
"311" 120.122077647348 1993.73090572302 0
"312" 120.927284169853 2093.92606554532 0
"313" 121.271752039164 2149.54761105658 0
"314" 120.069085386911 1970.21831244235 0
"315" 120.804646000413 2087.8593053941 0
"316" 119.986968932774 2003.66010161116 0
"317" 119.842164382167 1975.59046470978 0
"318" 119.158820643538 1909.95048142982 0
"319" 121.531230261787 2123.35840237083 0
"320" 121.245619044697 2109.01419461904 0
"321" 122.681271624096 2256.82974197309 0
"322" 119.674805047924 2010.64581949445 0
"323" 120.54378923486 2080.64465954852 0
"324" 121.942654315523 2190.621564019 0
"325" 120.123898134786 2033.35499965429 0
"326" 120.942556580338 2078.08296390766 0
"327" 118.968299689072 1888.06311550524 0
"328" 119.598663652783 1975.69766048685 0
"329" 120.260982646872 2027.9422010749 0
"330" 119.957614679047 1962.88292396237 0
"331" 118.927195040492 1871.56332402246 0
"332" 119.871452096152 1977.97440895281 0
"333" 119.718823723027 1977.86901777595 0
"334" 120.649609934455 2014.06950418964 0
"335" 118.96227440314 1905.9884769749 0
"336" 121.095391492032 2128.8653782289 0
"337" 120.872580014 2062.33860790882 0
"338" 119.228888879979 1878.29553760773 0
"339" 120.263948162023 2028.85085184106 0
"340" 121.152879573389 2112.01430062638 0
"341" 119.418821427079 1943.93498628032 0
"342" 120.067438359539 2018.86173825162 0
"343" 119.448293920907 1935.09384859894 0
"344" 119.685868951066 1992.94132941097 0
"345" 119.613953581131 1982.42547134952 0
"346" 119.540172448148 2026.61190491999 0
"347" 120.302771168396 2038.62018684231 0
"348" 118.393666362129 1837.80406582019 0
"349" 119.704231334024 1963.83339622564 0
"350" 119.54189163792 1956.46886432909 0
"351" 121.441344471524 2172.29977002337 0
"352" 117.839639096384 1825.58503467212 0
"353" 120.002837594922 2009.05973767155 0
"354" 120.416104192936 2024.32872039533 0
"355" 121.46284159151 2146.20756803881 0
"356" 118.591859402538 1864.67800518127 0
"357" 121.153164974728 2146.75727242052 0
"358" 118.148651007407 1801.14964718166 0
"359" 119.79141523059 2001.06454797698 0
"360" 119.140261237909 1917.23208974055 0
"361" 120.800602829059 2066.51375448929 0
"362" 120.372681527133 2031.14305068392 0
"363" 120.582729206621 2069.95788503456 0
"364" 119.041063351705 1892.71643506711 0
"365" 120.956836832029 2120.99492907261 0
"366" 118.547803137057 1914.34266908775 0
"367" 119.121295569377 1982.35107940552 0
"368" 120.582273030106 2038.02204785225 0
"369" 119.662530856246 1924.45148118186 0
"370" 119.003537341821 1961.68309274724 0
"371" 119.212762762193 1913.14747383205 0
"372" 121.716996824016 2175.3239970199 0
"373" 120.903292585116 2125.63008291402 0
"374" 119.558235170775 1924.18406241841 0
"375" 121.469824414094 2121.95438029051 0
"376" 118.647498828823 1892.28222403568 0
"377" 120.24106383933 1995.19875241478 0
"378" 119.462533319659 1940.99038752433 0
"379" 121.557697726064 2145.16442455311 0
"380" 120.139052882714 1994.9392643835 0
"381" 119.565416307686 1894.68454527957 0
"382" 118.780620787578 1846.55559251705 0
"383" 120.414844255132 2021.30766019043 0
"384" 117.758713376629 1777.56797657209 0
"385" 120.217925160518 2013.6343914729 0
"386" 119.488661236428 1933.59641250791 0
"387" 119.011097155309 1899.35379319274 0
"388" 120.483640816472 1994.14624207352 0
"389" 119.832785043047 1936.87932911141 0
"390" 118.818138620166 1899.60943191385 0
"391" 120.65690037648 2077.73888323495 0
"392" 118.541347661378 1820.32285424334 0
"393" 119.622038243809 1967.11987125418 0
"394" 120.294102026537 2043.96597546721 0
"395" 119.843744135541 2003.86689148602 0
"396" 120.022634016193 1998.49031164957 0
"397" 119.471303740563 1957.30948182603 0
"398" 120.22202516139 2010.92068009479 0
"399" 119.88152961612 2008.29813618362 0
"400" 118.69924970464 1904.76451968983 0
"401" 119.234008745086 1953.85274285526 0
"402" 119.188813422245 1908.95793899512 0
"403" 119.487791632002 1950.7520843417 0
"404" 119.793701430395 1994.57468714626 0
"405" 122.351073533098 2191.9643020567 0
"406" 120.778678308857 2059.47348726417 0
"407" 120.621971447062 2031.76270784585 0
"408" 119.530017310979 1957.43523018801 0
"409" 120.127259994394 1995.10285417763 0
"410" 118.822967611537 1915.87725023499 0
"411" 121.431614585576 2146.31616404971 0
"412" 121.235898867146 2124.58129882421 0
"413" 120.718378866629 2085.90065552969 0
"414" 119.508502682079 2021.44152110858 0
"415" 119.312207377174 1916.70491700775 0
"416" 119.069740513962 1918.10224637942 0
"417" 120.062153232006 2043.51269242213 0
"418" 121.499447347884 2134.18675081773 0
"419" 119.91995670751 2017.90264734571 0
"420" 120.379942085079 2034.18671158667 0
"421" 120.420690062429 2032.7413495304 0
"422" 119.764784754119 1959.71680798981 0
"423" 121.443846029084 2188.43763909951 0
"424" 120.608411732972 2079.95620427028 0
"425" 118.618927591464 1929.21990330179 0
"426" 120.082507422041 2028.59774436963 0
"427" 119.516013472448 1926.68508386344 0
"428" 120.22579413179 1984.90823696821 0
"429" 119.217266124838 1938.20170398096 0
"430" 119.909708568704 2073.79180301351 0
"431" 119.661996366194 1951.1729734223 0
"432" 120.071263775848 2008.87142702141 0
"433" 119.629440324289 1982.95088883152 0
"434" 119.222629586835 1897.35890072501 0
"435" 120.815428478001 2118.45848452038 0
"436" 120.641305827046 1992.19305506604 0
"437" 121.615863887595 2180.82738639429 0
"438" 117.867387004522 1855.30625511524 0
"439" 119.569487594588 1976.88153958707 0
"440" 119.462102150551 1925.77212675845 0
"441" 121.114307490985 2109.59603583896 0
"442" 119.38335910467 1963.76954936406 0
"443" 119.357900631573 1932.48471232527 0
"444" 120.300866194903 2036.26292422176 0
"445" 120.058205987737 2032.84873542151 0
"446" 120.320648687711 2009.61534696405 0
"447" 122.009623142032 2191.16103439151 0
"448" 120.939815126788 2123.03816285287 0
"449" 119.997452742204 2002.73827619094 0
"450" 120.51003223521 2098.68610108785 0
"451" 121.515528017143 2116.40463556369 0
"452" 118.385579838661 1899.29921115649 0
"453" 118.952823607554 1922.17975849374 0
"454" 120.606591580098 2092.71736684006 0
"455" 120.822550880663 2077.85408348437 0
"456" 120.247795275012 2021.49091541219 0
"457" 122.305080078815 2196.26386103092 0
"458" 120.306392919066 2013.13281834534 0
"459" 121.384394285781 2150.54660010725 0
"460" 118.667749692959 1873.0892179622 0
"461" 120.408925617945 2061.91223037771 0
"462" 119.210315200285 1954.08995362807 0
"463" 117.758994626036 1776.4952953867 0
"464" 116.888170065512 1694.68862679729 0
"465" 120.362790488528 2050.57258008596 0
"466" 118.430983600681 1823.88452971649 0
"467" 117.67744231334 1780.6993788509 0
"468" 120.405464575087 2040.80593500825 0
"469" 121.617839286998 2125.34646202365 0
"470" 120.218854372163 1983.34334355971 0
"471" 120.860407533099 2068.90849859436 0
"472" 119.727182076552 1950.84656121636 0
"473" 120.414485259268 2059.04555600147 0
"474" 119.47232993645 1947.35045301394 0
"475" 119.181803902732 1952.86534137529 0
"476" 120.097026978932 2033.76324708365 0
"477" 118.835009370582 1874.52559822105 0
"478" 118.01472422467 1799.27851266437 0
"479" 120.510638558852 2029.15383675795 0
"480" 120.100049831497 1967.34490359689 0
"481" 117.936348725845 1854.27840318662 0
"482" 121.437829302636 2156.90082124103 0
"483" 119.822605829159 2014.20759158493 0
"484" 119.191543865804 1921.78473726625 0
"485" 118.544260926289 1875.20961895434 0
"486" 117.91439322627 1794.37327857943 0
"487" 119.489167773922 1995.9768896818 0
"488" 118.863040183942 1931.42332320161 0
"489" 118.655215260816 1892.58146441327 0
"490" 120.410964069739 2059.0947173223 0
"491" 121.879380199903 2179.14343861735 0
"492" 121.790155902969 2115.8041085732 0
"493" 119.941634317228 1976.40581613544 0
"494" 121.041062563619 2118.52647382734 0
"495" 117.714125105219 1834.97982056625 0
"496" 120.334129469507 2033.32692316251 0
"497" 122.059784063793 2138.81074902312 0
"498" 119.618849349935 2029.05287526433 0
"499" 120.183944326644 2035.17885923248 0
"500" 118.967808403559 1886.51474805697 0
"501" 154.229431212943 1895.89426071475 1
"502" 173.317087068041 2256.40549862573 1
"503" 158.793987844544 1976.82295433374 1
"504" 146.784282227816 1750.02211002121 1
"505" 158.771393444186 1976.87387168857 1
"506" 157.714042046871 1948.49705108996 1
"507" 160.058350377849 2008.62646063845 1
"508" 166.967353791542 2127.46724250362 1
"509" 152.701310518014 1871.04000652128 1
"510" 163.146292701234 2062.48030972537 1
"511" 165.141055937008 2109.63964309712 1
"512" 160.652258780259 2011.70143060307 1
"513" 158.586965909656 1984.65676918554 1
"514" 162.940227218872 2057.79456040605 1
"515" 158.71550486709 1977.51037207905 1
"516" 156.291096842849 1941.70446942485 1
"517" 159.850345249318 1985.69463580287 1
"518" 164.298917696102 2082.39997112426 1
"519" 165.256818183437 2085.87465552083 1
"520" 162.438697372401 2068.64249245678 1
"521" 168.496394063306 2186.11852612478 1
"522" 160.468418982549 2010.48700110124 1
"523" 155.103730135367 1887.2935225135 1
"524" 157.747527302728 1952.90394488818 1
"525" 153.603339876288 1863.03028841846 1
"526" 168.558543789191 2146.68832761537 1
"527" 157.696213639372 1974.15726328799 1
"528" 166.327516506662 2138.91079027597 1
"529" 159.426615061327 1997.08887217271 1
"530" 149.674261214168 1806.96830234798 1
"531" 161.991059123298 2050.51503689312 1
"532" 162.879089567309 2056.43860681461 1
"533" 161.845304385611 2054.76578075957 1
"534" 154.282854904771 1877.17132054123 1
"535" 161.948007662694 2051.67980623202 1
"536" 161.442718310775 2046.04551936873 1
"537" 151.173594813355 1843.58160095107 1
"538" 162.613495875561 2058.05363532576 1
"539" 161.466830930984 2026.94127192572 1
"540" 159.446064312529 2007.56663595307 1
"541" 159.538543877465 2003.85215699885 1
"542" 160.063939106183 1999.45091411975 1
"543" 171.30242470144 2219.42479402827 1
"544" 157.376429643654 1969.20723819055 1
"545" 162.0327628473 2053.40036777816 1
"546" 157.202033010589 1937.43130835696 1
"547" 159.88774036988 1987.0506295553 1
"548" 157.362690746883 1948.99823087668 1
"549" 161.318294947009 2025.12894974812 1
"550" 159.264084831551 1993.24495853223 1
"551" 157.628491010017 1958.13625148763 1
"552" 165.259603475966 2101.93307506976 1
"553" 158.908550133164 1997.32605173405 1
"554" 155.982018571459 1923.94967038824 1
"555" 154.177762587628 1891.62918783499 1
"556" 156.658805261014 1952.82277033862 1
"557" 163.112914872675 2056.43087870009 1
"558" 166.037270326029 2095.3133873166 1
"559" 160.715339659955 2040.83897951278 1
"560" 153.36745019511 1896.98949851665 1
"561" 165.593335655123 2102.38006558597 1
"562" 156.468522953504 1943.75666494703 1
"563" 160.644807210545 2027.01933217151 1
"564" 157.619435026628 1957.11244922513 1
"565" 159.202382478348 1978.18899262504 1
"566" 167.988405018341 2150.17437349066 1
"567" 157.032109854284 1961.74384667696 1
"568" 156.220368094555 1910.21395678184 1
"569" 160.317265123718 2024.56513439274 1
"570" 163.408357915659 2049.90768482679 1
"571" 161.068819039118 2005.05402581959 1
"572" 167.718567154187 2154.92036426579 1
"573" 153.799866753015 1874.23627039444 1
"574" 162.437106199705 2045.56381397409 1
"575" 155.712221237178 1914.98765112808 1
"576" 152.982198746061 1869.75236526688 1
"577" 165.567460142682 2132.4719125107 1
"578" 159.182995168324 1973.25055519063 1
"579" 154.328328107574 1873.40430657107 1
"580" 169.148826182777 2170.1647949866 1
"581" 153.242671781445 1872.68144523939 1
"582" 156.786144074434 1964.92189879944 1
"583" 152.988216742044 1875.24925496009 1
"584" 151.709217008227 1834.0864192341 1
"585" 156.619701911759 1936.73298081974 1
"586" 169.209974770942 2172.36191426096 1
"587" 161.322553065107 2036.96359514822 1
"588" 170.35473598365 2228.73138568979 1
"589" 163.529148066876 2066.88436219856 1
"590" 157.149563553146 1961.78253067889 1
"591" 149.864114957061 1804.06259370309 1
"592" 156.238638080341 1923.57717556019 1
"593" 161.299197878118 2040.19420960491 1
"594" 153.678788529925 1885.05043341088 1
"595" 169.488616358853 2202.50976253231 1
"596" 161.224708337498 2025.97575758439 1
"597" 156.174746953478 1927.39307711096 1
"598" 164.982518167927 2108.13659760766 1
"599" 156.414412119684 1939.06911004166 1
"600" 159.953378984183 1998.47303297976 1
"601" 153.874009984374 1889.80181516264 1
"602" 160.033436064387 1998.79309339864 1
"603" 161.999708032786 2063.81641438778 1
"604" 168.663868178586 2173.06002791166 1
"605" 159.391858110934 1995.36767019648 1
"606" 154.193361225133 1876.23040670589 1
"607" 157.167210392988 1949.96187749184 1
"608" 160.290702669746 2018.69756718272 1
"609" 160.166603849634 2004.28821225128 1
"610" 153.457294394252 1881.15594647155 1
"611" 165.656584263302 2109.43789918678 1
"612" 166.265351840277 2112.91214517342 1
"613" 160.800552619408 2027.76841384646 1
"614" 165.867061784484 2133.8727585457 1
"615" 167.95807029283 2164.16405803769 1
"616" 156.919738333245 1929.96313495129 1
"617" 166.434891819593 2115.32757062165 1
"618" 159.646017551097 1994.84386475537 1
"619" 164.030493009092 2089.84055320972 1
"620" 163.93131325082 2085.55280213003 1
"621" 162.115767524233 2066.63824425289 1
"622" 165.332428489169 2111.76968853262 1
"623" 156.282383373327 1927.55322688253 1
"624" 159.291344174998 1963.9802746311 1
"625" 154.700098863257 1907.31744978049 1
"626" 161.936912045347 2040.36041043719 1
"627" 160.312627550376 2014.56803871863 1
"628" 156.299138512394 1935.48847705662 1
"629" 157.907950161263 1983.86487911776 1
"630" 154.603941726472 1877.97882177982 1
"631" 161.186627612609 2036.75811243523 1
"632" 154.717377554167 1897.15873020514 1
"633" 155.267734577059 1916.89444811347 1
"634" 159.101651110471 2003.93048419932 1
"635" 154.295401534848 1901.91829123934 1
"636" 161.691260203186 2028.12422675372 1
"637" 161.417635101058 2028.19670547688 1
"638" 165.38501795541 2111.31767791792 1
"639" 158.993843262186 1984.30869829235 1
"640" 154.144590788415 1895.07094923867 1
"641" 162.397375280381 2046.31168793956 1
"642" 162.044703015186 2058.95675181107 1
"643" 155.556654676321 1909.2120682322 1
"644" 169.098063906045 2184.57191275827 1
"645" 158.462332712873 1980.92327458374 1
"646" 158.993094111138 1980.20025908181 1
"647" 160.000679479077 2004.96514422547 1
"648" 163.386764280044 2076.91051339052 1
"649" 156.41882945959 1930.25589031728 1
"650" 158.415373993458 1979.71696160583 1
"651" 160.124914380769 2019.65735787084 1
"652" 152.479812533818 1862.2415818926 1
"653" 155.366170205684 1901.69737879864 1
"654" 159.17606590539 1989.12460716555 1
"655" 167.704077888945 2179.63513187799 1
"656" 142.980623612398 1639.02211759299 1
"657" 159.521355030042 2003.90577754423 1
"658" 162.822285260768 2066.17283726387 1
"659" 157.353562551031 1946.07094465728 1
"660" 161.587157067734 2034.38841739735 1
"661" 159.544656554243 2007.08589728722 1
"662" 157.854548131752 1964.57764215353 1
"663" 165.999537053887 2120.69550535457 1
"664" 161.599461551348 2050.51503689312 1
