"ysrs" "birthsrs" "racesrs"
"66" 160.975654400961 2037.20821183876 1
"67" 150.887476102017 1813.04120188841 1
"68" 160.669099680746 2020.17630281487 1
"69" 155.708983942764 1936.73053214482 1
"70" 163.52946429573 2076.30677446507 1
"71" 162.218237066729 2040.04613140318 1
"72" 155.845615850161 1919.67233291038 1
"73" 119.579695960628 1936.15888548417 0
"74" 166.187976899698 2120.96080283685 1
"75" 167.579738453959 2134.07049225197 1
"76" 162.66410153545 2062.98659671527 1
"77" 166.845448209915 2128.92272256565 1
"78" 119.579784764072 1949.32072035097 0
"79" 162.880613871248 2050.75831184107 1
"80" 155.249151858485 1931.58122921856 1
"81" 121.250120125994 2103.85668156079 0
"82" 164.4417127175 2083.44564577225 1
"83" 165.512726405681 2109.74233082826 1
"84" 155.418082498608 1920.18300465186 1
"85" 118.335980431204 1829.04067972176 0
"86" 165.64225837779 2123.2147409249 1
"87" 163.516299202347 2075.05879832889 1
"88" 163.139640156439 2080.31430477579 1
"89" 161.233945051513 2030.94763427386 1
"90" 165.282822131732 2083.60050571975 1
"91" 161.014958722677 2023.44791871667 1
"92" 164.593300120091 2099.82422126738 1
"93" 166.115561588518 2125.77294013944 1
"94" 162.705543349972 2065.45558796171 1
"95" 119.280468169097 1939.40957693161 0
"96" 155.472871087092 1935.25607739778 1
"97" 162.152866319581 2055.29901688554 1
"98" 165.605953912365 2111.76968853262 1
"99" 164.851088654516 2103.17480965498 1
"100" 164.178732180061 2083.50870444058 1
"101" 158.907445161837 1989.65137027936 1
"102" 155.535840205991 1924.51570412399 1
"103" 120.516488585313 2082.45327833872 0
"104" 162.936860228177 2063.91940682023 1
"105" 155.887049743336 1919.13516941351 1
"106" 158.349660849948 1972.0932302695 1
"107" 156.872657143225 1934.16089727485 1
"108" 155.452908888021 1902.6796915363 1
"109" 162.879089567309 2056.43860681461 1
"110" 118.902892428133 1931.41124572023 0
"111" 120.865764790288 2040.66781402632 0
"112" 121.291505327152 2157.0375449686 0
"113" 162.018036627368 2039.54090189825 1
"114" 156.836596558367 1947.55690136909 1
"115" 159.861457710971 1988.97800518278 1
"116" 149.674261214168 1806.96830234798 1
"117" 165.709324222261 2122.1063611275 1
"118" 118.683292313248 1881.16717463515 0
"119" 163.036888525592 2076.44036255605 1
"120" 169.627245099431 2188.72804783542 1
"121" 163.442495050388 2071.55772204199 1
"122" 167.292793613503 2146.03083122758 1
"123" 151.591770924044 1827.75170418435 1
"124" 120.140273746967 1997.48021358489 0
"125" 120.465599963653 2048.75013373857 0
"126" 165.139246803664 2084.17145943218 1
"127" 149.642324248132 1800.89500256762 1
"128" 157.247411873661 1948.49705108996 1
"129" 155.991700774578 1914.8649037819 1
"130" 153.786565140567 1896.19424464558 1
"131" 163.28273182609 2063.5555285066 1
"132" 120.130278730396 2043.07002777204 0
"133" 119.884511615249 2019.41255823309 0
"134" 119.508240745912 1937.12146158533 0
"135" 119.398784685458 1963.7563161692 0
"136" 163.252533917561 2071.00087287995 1
"137" 156.255434614303 1930.20543296241 1
"138" 166.68399030108 2124.03788133725 1
"139" 121.716996824016 2175.3239970199 0
"140" 160.999928100532 2029.7787554368 1
"141" 163.958116083289 2059.82234222533 1
"142" 120.358418263505 2002.27650674681 0
"143" 155.107288816839 1902.55918156301 1
"144" 155.631196453009 1919.59019537994 1
"145" 163.90575100278 2063.50472877199 1
"146" 153.309952722497 1894.2435929738 1
"147" 120.689506989957 2030.76227665669 0
"148" 155.927646523767 1961.09694072898 1
"149" 152.181667014764 1872.43702740338 1
"150" 157.348005249403 1949.29399677172 1
"151" 118.525948292096 1839.04367571568 0
"152" 152.997924236499 1885.87809743034 1
"153" 169.891269968987 2213.47595542116 1
"154" 156.928072144072 1934.83996399402 1
"155" 165.759707403661 2127.35798441753 1
"156" 161.652934145957 2036.61684707336 1
"157" 160.602807481161 2020.41178845704 1
"158" 119.800805204098 1952.97807135756 0
"159" 149.628370146787 1813.60552642052 1
"160" 159.18539414995 2017.58634736196 1
"161" 156.415342465199 1897.80640050247 1
"162" 159.912776356913 2014.63434777653 1
"163" 170.512860042849 2211.24806798905 1
"164" 156.693058465992 1934.22195320125 1
"165" 159.321404976704 1999.7303118906 1
"166" 158.981374817789 1978.39845268937 1
"167" 168.295120430052 2169.96176440803 1
"168" 153.762526540547 1896.07186499272 1
"169" 154.047645808194 1891.38053066809 1
"170" 163.297865478623 2062.18516068642 1
"171" 158.271872473305 1955.08279345788 1
"172" 165.895545296195 2111.01796048103 1
"173" 155.048849752836 1904.64542536898 1
"174" 154.135879959441 1913.5640337767 1
"175" 162.136218418001 2053.10782738853 1
"176" 161.712777021395 2025.38962750567 1
"177" 157.195456999415 1959.19622518058 1
"178" 164.081699587733 2093.77611192012 1
"179" 158.811486983244 1979.54286967425 1
"180" 153.382420896272 1863.7319392402 1
"181" 165.388620841843 2118.95292703701 1
"182" 149.60130700889 1798.63293893546 1
"183" 121.46284159151 2146.20756803881 0
"184" 160.466158219931 2025.91355069026 1
"185" 163.26591507618 2058.56371038034 1
"186" 120.426596681222 2061.15760909107 0
"187" 153.27768205628 1895.82575363996 1
"188" 159.14392305422 1980.20025908181 1
"189" 153.300109048054 1874.74321099757 1
"190" 163.07217776243 2066.25828862628 1
"191" 159.959040624222 2005.05402581959 1
"192" 163.924113351105 2075.81857843599 1
"193" 165.279933569574 2107.37597340418 1
"194" 162.695440653318 2036.36518205331 1
"195" 159.129401720731 1992.78844698329 1
"196" 157.90615371535 1972.66416492523 1
"197" 157.386188504292 1953.23116175204 1
"198" 119.962955928787 1997.81133369156 0
"199" 159.605398557731 2001.54015977778 1
"200" 155.920088274969 1926.13714170999 1
"201" 163.55006676436 2066.25828862628 1
"202" 119.48631319951 1978.6039338538 0
"203" 160.261873090594 2005.05402581959 1
"204" 157.592464332851 1931.52818066741 1
"205" 154.725832166509 1897.15873020514 1
"206" 159.824885473326 2009.82115094095 1
"207" 160.49567997496 2024.8293789496 1
"208" 151.259229471666 1830.61004072621 1
"209" 155.634756785062 1911.60128770451 1
"210" 161.344676247685 2043.30240785724 1
"211" 163.287468245721 2093.26644719329 1
"212" 122.002090331685 2168.58158286626 0
"213" 162.601398648384 2065.79665375182 1
"214" 156.216326181584 1955.61795790983 1
"215" 165.655452456043 2108.13659760766 1
"216" 168.009003801027 2158.62333734085 1
"217" 162.428481037058 2052.63404109119 1
"218" 167.986087924996 2154.92036426579 1
"219" 163.51281660725 2075.81857843599 1
"220" 153.749544103972 1896.07186499272 1
"221" 157.052240722127 1959.50851673364 1
"222" 158.586144325909 1958.00586884784 1
"223" 160.27052823451 2004.30458165521 1
"224" 164.802852722931 2114.11796304919 1
"225" 154.992262805185 1897.08438016652 1
"226" 159.689772202865 2013.41284880727 1
"227" 119.441603181683 1924.52213935261 0
"228" 152.348484478386 1874.36393571093 1
"229" 163.882485119916 2101.5599611453 1
"230" 170.026455916969 2209.26278895946 1
"231" 155.823136785721 1923.91074878061 1
"232" 159.410841668201 2003.4909679532 1
"233" 162.889962548961 2063.24525487847 1
"234" 118.772971826057 1883.98504870992 0
"235" 164.202863190503 2079.79272864737 1
"236" 119.868813040503 1977.53970636174 0
"237" 163.165726510537 2071.13643437236 1
"238" 159.589828615717 1992.5137727116 1
"239" 158.019065596385 1953.69710468941 1
"240" 118.418298684679 1904.05163446249 0
"241" 160.917392446497 2010.21532928448 1
"242" 157.853768989035 1973.10715534809 1
"243" 167.581602914978 2154.92036426579 1
"244" 152.617307325745 1840.58253362657 1
"245" 120.24106383933 1995.19875241478 0
"246" 120.06881650912 2062.94196239269 0
"247" 167.816413093581 2168.94841988873 1
"248" 154.258593498103 1901.91829123934 1
"249" 163.445736764671 2086.01593271085 1
"250" 120.665036872406 2029.39142340053 0
"251" 162.227893609173 2027.35378921538 1
"252" 153.641177827633 1881.15594647155 1
"253" 119.374895658024 1959.28788141391 0
"254" 168.113038867103 2146.68832761537 1
"255" 160.58937310917 2009.63434224269 1
"256" 158.403172081335 1977.63542552182 1
"257" 120.456073702898 1965.62353475333 0
"258" 169.18497386475 2187.63899883129 1
"259" 119.172057210348 1963.92394534433 0
"260" 159.942546950527 2010.75919244925 1
"261" 160.946953828519 2023.80994120953 1
"262" 170.157480042023 2196.90358486282 1
"263" 121.392582179761 2160.19732022725 0
"264" 164.844899602131 2100.69630596083 1
"265" 164.840785446326 2099.64947255446 1
"266" 163.546392957832 2082.20781629158 1
"267" 120.951492074031 2114.51280751439 0
"268" 167.996057123885 2183.72219720434 1
"269" 167.710650067396 2163.47910710428 1
"270" 155.644355700964 1921.83897185117 1
"271" 151.194586475353 1826.81062495231 1
"272" 159.180702639227 1990.10470605503 1
"273" 156.228624741022 1941.27467403527 1
"274" 154.30992888307 1890.89531980277 1
"275" 155.82413256011 1930.20543296241 1
"276" 159.862289003544 2003.37783473512 1
"277" 154.096885880674 1902.18319756576 1
"278" 120.08420032082 2006.39725890442 0
"279" 122.157220106849 2169.31518283159 0
"280" 164.022829080736 2085.700326736 1
"281" 156.926887684883 1955.06334422642 1
"282" 163.945904098179 2092.74070624177 1
"283" 159.000063626932 1997.14781190201 1
"284" 153.097705285344 1862.74546339015 1
"285" 121.321022905858 2094.19949842406 0
"286" 156.117094077063 1950.48573020909 1
"287" 120.429282065592 1998.50885136054 0
"288" 120.897251464518 2092.2866817038 0
"289" 119.339624043625 1970.96836039284 0
"290" 119.246723664555 1908.01804294388 0
"291" 156.879946319531 1948.51389379824 1
"292" 156.658805261014 1952.82277033862 1
"293" 166.977533743238 2135.95085005312 1
"294" 160.611683361883 2009.63434224269 1
"295" 119.177013679198 1983.86489620299 0
"296" 158.536204879979 1993.47742412039 1
"297" 118.560028803539 1896.51588475909 0
"298" 153.969586776687 1869.54058244511 1
"299" 154.004800331818 1887.54755161159 1
"300" 171.833348365557 2219.24539471935 1
"301" 158.148575262034 1975.39796236284 1
"302" 163.265873357944 2073.91252295645 1
"303" 164.006577427535 2088.0052380948 1
"304" 120.388065337135 2060.42491729812 0
"305" 147.900796198836 1776.11592671601 1
"306" 161.368288222143 2045.0594485794 1
"307" 156.847181854853 1958.41515738278 1
"308" 119.022337475919 1903.41744695238 0
"309" 160.317265123718 2024.56513439274 1
"310" 162.748500017099 2044.93545744594 1
"311" 157.198245317784 1973.57210499339 1
"312" 156.374167093154 1919.8191887831 1
"313" 162.923822741872 2038.79828876987 1
"314" 156.667374091439 1948.20415204774 1
"315" 159.261193149254 1988.48779187195 1
"316" 164.8589924084 2102.38006558597 1
"317" 155.836185795052 1924.64761870603 1
"318" 155.400677868867 1923.94967038824 1
"319" 164.985044241906 2113.52735822503 1
"320" 166.655433808923 2131.98887453733 1
"321" 118.390232793584 1870.09980477594 0
"322" 154.911807566264 1884.29004570592 1
"323" 169.180757170411 2179.63513187799 1
"324" 153.55485186481 1858.76964266287 1
"325" 167.063094146612 2159.59503078062 1
"326" 151.387608381452 1837.01930127135 1
"327" 159.092717254144 1997.98365236487 1
"328" 162.000960007043 2049.2775315564 1
"329" 119.877855545107 2018.6477305576 0
"330" 165.215347377401 2105.60110281055 1
"331" 172.106378059584 2254.94227175866 1
"332" 121.29815111265 2132.55788327002 0
"333" 156.67192626721 1936.20352903533 1
"334" 154.546931498757 1890.8795107815 1
"335" 120.678739961445 2050.12423810456 0
"336" 167.072865194404 2136.25068950903 1
"337" 158.487697681561 1994.90129089052 1
"338" 120.103928370831 2024.51072516238 0
"339" 154.674947355539 1920.19644900991 1
"340" 165.871917240512 2124.03788133725 1
"341" 157.32805556211 1952.1333530455 1
"342" 119.466738968338 1917.28866833331 0
"343" 156.968897928849 1954.36259235045 1
"344" 163.241865655124 2075.44955828859 1
"345" 149.949767082718 1815.62947391108 1
"346" 166.564367736211 2109.63964309712 1
"347" 163.670447533705 2073.89606311117 1
"348" 158.666519437477 1987.63893128272 1
"349" 120.521339017468 2062.85286849052 0
"350" 162.837639841848 2070.86785300058 1
"351" 172.524211291944 2256.40549862573 1
"352" 174.363369060284 2277.18297563113 1
"353" 163.936689794067 2086.65925879663 1
"354" 154.147009251413 1898.28916023677 1
"355" 163.651159411802 2094.88178223719 1
"356" 159.032001801316 1980.38597745449 1
"357" 165.978760059601 2141.952668469 1
"358" 119.968680756653 1981.06065614805 0
"359" 164.545367999191 2094.88178223719 1
"360" 166.265351840277 2112.91214517342 1
"361" 158.325840005531 1973.57210499339 1
"362" 122.103011562623 2229.45655904959 0
"363" 164.542336323316 2087.37219892953 1
"364" 158.350932817275 1980.38597745449 1
"365" 154.577516169406 1890.89531980277 1
"366" 154.927714152561 1902.8376098967 1
"367" 165.566098460426 2122.6795029651 1
"368" 118.863497808527 1911.79237203279 0
"369" 165.674472725996 2128.44104738393 1
"370" 162.076574477644 2003.75372490687 1
"371" 160.993554122634 2004.80120382153 1
"372" 159.060282401635 1974.15571445741 1
"373" 120.803267247617 2049.78908280742 0
"374" 159.280915832181 1998.06942424192 1
"375" 119.664891472027 1957.73961694108 0
"376" 119.573686910995 1974.55043592273 0
"377" 161.23826840636 2031.92472595319 1
"378" 160.874479049036 2028.12422675372 1
"379" 160.3831366359 2016.94556780282 1
"380" 157.574289347893 1964.26401381998 1
"381" 162.77471250054 2059.90503387417 1
"382" 163.458412557389 2077.44577280391 1
"383" 157.044660118553 1955.62683700728 1
"384" 162.847200255373 2050.96821046576 1
"385" 168.267490332258 2162.13717869698 1
"386" 166.947244408101 2146.17372720959 1
"387" 159.9366480336 1986.53041377772 1
"388" 150.083525419899 1819.1748855716 1
"389" 156.158524770766 1924.70871672399 1
"390" 156.533131901896 1936.91457140536 1
"391" 120.650913391974 2052.98551640679 0
"392" 158.18379590853 1961.1860184601 1
"393" 161.968406618711 2034.11279143641 1
"394" 160.068121828631 2004.55097211451 1
"395" 145.347615385428 1713.00600765214 1
"396" 161.682052229411 2038.9003674912 1
"397" 120.302771168396 2038.62018684231 0
"398" 120.296711287455 2016.52825490544 0
"399" 161.652359052171 2017.71810256147 1
"400" 155.952574362791 1930.25589031728 1
"401" 145.943832506792 1709.7588801029 1
"402" 149.148866476417 1785.70234377636 1
"403" 158.427749882278 1981.48662498554 1
"404" 160.711912404134 2020.46540226394 1
"405" 162.738889673333 2059.82093815782 1
"406" 156.946839233501 1934.46723708117 1
"407" 170.66351169237 2221.17333272917 1
"408" 118.648890218346 1903.8249137093 0
"409" 158.052143981761 1957.26541820442 1
"410" 120.939815126788 2123.03816285287 0
"411" 163.959063722403 2064.62256754199 1
"412" 153.79953051932 1887.88923756819 1
"413" 155.27169253117 1933.72499362947 1
"414" 167.778029402155 2168.94841988873 1
"415" 160.679427424459 2009.82115094095 1
"416" 163.217973796811 2062.84213559299 1
"417" 163.402370312224 2066.17283726387 1
"418" 155.908969948389 1934.34300564018 1
"419" 150.86173436959 1837.08875739428 1
"420" 164.536552737261 2095.95295232338 1
"421" 119.886317780881 2013.64224352142 0
"422" 156.187198451259 1955.30984855984 1
"423" 165.467730750038 2119.27914623582 1
"424" 152.920937615025 1855.01249992247 1
"425" 162.121022476169 2062.96895214215 1
"426" 163.83268559427 2066.23583196039 1
"427" 159.286991651615 1994.99274232382 1
"428" 163.247838511499 2059.33328308572 1
"429" 165.726562334623 2128.97448558528 1
"430" 166.056535949247 2114.51700805432 1
"431" 164.795422391572 2105.13402473271 1
"432" 164.803128077735 2121.08519789548 1
"433" 158.810850442008 1966.65998430401 1
"434" 148.990351599674 1772.50469376966 1
"435" 159.431145456143 1988.51648100222 1
"436" 162.831755869815 2059.82093815782 1
"437" 119.720127144981 1967.57809088981 0
"438" 120.077129407342 2014.16523507979 0
"439" 155.678225039683 1930.31104746003 1
"440" 160.722069864982 2024.8293789496 1
"441" 161.065836128264 2047.67263533223 1
"442" 164.799472786231 2102.83001000882 1
"443" 162.087406206276 2067.36241258006 1
"444" 158.793987844544 1976.82295433374 1
"445" 118.085917636279 1802.36531687205 0
"446" 161.121492655598 2015.26812086036 1
"447" 162.584772020715 2049.95854525234 1
"448" 163.605423518417 2069.89218304966 1
"449" 157.145414811731 1960.17041827369 1
"450" 156.507555137341 1924.64761870603 1
"451" 154.719750990709 1897.80640050247 1
"452" 162.200118930915 2052.04907801946 1
"453" 170.661702910777 2218.76661436904 1
"454" 160.344182276228 2016.09014990324 1
"455" 161.861584772368 2037.30755033924 1
"456" 120.334129469507 2033.32692316251 0
"457" 159.632453941463 2004.24023836045 1
"458" 162.189568016418 2029.48090935318 1
"459" 120.528278177345 2043.60155228462 0
"460" 119.653556590505 1974.74676124176 0
"461" 164.880747942499 2087.2508148026 1
"462" 156.694681707013 1950.77476858297 1
"463" 152.604784900968 1894.27083995953 1
"464" 159.034561437042 1984.64695028228 1
"465" 154.536850869213 1886.88267603326 1
"466" 165.93534432179 2116.77379210635 1
"467" 159.764266996684 1992.0534844384 1
"468" 161.112376423356 2020.67366618002 1
"469" 150.088080260474 1809.62575920946 1
"470" 165.301538430644 2130.99737586321 1
"471" 160.664912040406 2021.31469480663 1
"472" 165.567460142682 2132.4719125107 1
"473" 154.671784195519 1899.41190592666 1
"474" 160.621355430044 2021.31895428379 1
"475" 163.878826567198 2067.11837345536 1
"476" 162.031240730021 2048.11097800895 1
"477" 120.31540156639 2072.3998111311 0
"478" 162.44468006692 2071.55772204199 1
"479" 118.825505526934 1890.88068692124 0
"480" 153.376323351202 1886.88267603326 1
"481" 168.162512630683 2168.61835867239 1
"482" 119.31351586598 1910.50664442426 0
"483" 119.050860229931 1925.53216582922 0
"484" 120.952645849219 2100.60073270048 0
"485" 121.074440483161 2104.10281268296 0
"486" 154.25023841044 1901.25984968464 1
"487" 155.336840708105 1914.8649037819 1
"488" 160.960193048051 2015.71939050431 1
"489" 120.213633883563 2022.25497134499 0
"490" 162.425061188883 2030.90477612323 1
"491" 158.325057191326 1970.59579312437 1
"492" 164.24015742337 2095.95295232338 1
"493" 159.16020394357 1986.52323382395 1
"494" 166.556721744594 2130.78779854242 1
"495" 119.902503571813 1988.34796785682 0
"496" 162.658063833344 2052.22416330922 1
"497" 164.482036002115 2092.83667848264 1
"498" 163.734750736659 2084.17145943218 1
"499" 157.046038401426 1946.41890990747 1
"500" 160.569802702815 2032.15339748433 1
"501" 118.871798011489 1922.98134741744 0
"502" 163.641863280306 2071.17279360489 1
"503" 159.166203165178 2014.24292437065 1
"504" 118.676188575802 1854.6694959799 0
"505" 163.736439089936 2085.8792089858 1
"506" 156.394310455697 1931.17778008493 1
"507" 156.468522953504 1943.75666494703 1
"508" 157.646382689596 1963.08945906158 1
"509" 161.649178816768 2027.07496994563 1
"510" 119.527821471395 1928.99477155344 0
"511" 167.179529233029 2123.39112658663 1
"512" 159.123378217637 1989.12460716555 1
"513" 161.436929491973 2024.14104080335 1
"514" 157.94374865351 1962.92581291947 1
"515" 160.756134491423 2032.25129472143 1
"516" 158.470093476856 1963.90096830917 1
"517" 119.213213776664 1885.30224610241 0
"518" 152.781635755045 1868.7583466243 1
"519" 119.891291697844 2048.20137158963 0
"520" 158.771393444186 1976.87387168857 1
"521" 118.898838511886 1925.76884012316 0
"522" 118.776976291277 1875.42466105233 0
"523" 164.039006506645 2112.2336274 1
"524" 153.418439684823 1856.7554871388 1
"525" 154.622913637093 1895.10113323703 1
"526" 158.462332712873 1980.92327458374 1
"527" 161.521735353612 2021.44965999234 1
"528" 165.221144903086 2129.16812303652 1
"529" 120.07026623046 2010.8851980512 0
"530" 153.350285876075 1869.54058244511 1
"531" 159.807164250221 1975.39796236284 1
"532" 121.297281585211 2167.78565591811 0
"533" 117.918798973222 1854.01959910217 0
"534" 153.901181245393 1890.09242147974 1
"535" 156.408746803643 1933.96112198251 1
"536" 168.361670048335 2162.13717869698 1
"537" 158.372615280411 1984.68528726488 1
"538" 121.469824414094 2121.95438029051 0
"539" 153.068631724803 1861.24477012216 1
"540" 165.826218090912 2125.0333653392 1
"541" 165.495150345326 2109.1044499057 1
"542" 163.623919401538 2085.8792089858 1
"543" 164.80447541633 2103.84437325968 1
"544" 154.156421614049 1879.83605154064 1
"545" 151.599551896931 1826.1192535507 1
"546" 120.428450422557 2073.63443788406 0
"547" 118.97307787851 1950.40617867455 0
"548" 158.870714174842 1995.37983935508 1
"549" 156.800365179721 1948.25231641894 1
"550" 154.921542697668 1920.37877198898 1
"551" 145.654293422066 1712.42861739608 1
"552" 162.113935558435 2066.32766431551 1
"553" 163.38860286073 2080.31430477579 1
"554" 120.620782287853 2079.81109873938 0
"555" 158.244482035357 1973.3549505854 1
"556" 156.08569829674 1918.05852707941 1
"557" 173.34495736897 2266.23020797635 1
"558" 151.83439835963 1840.58253362657 1
"559" 119.843744135541 2003.86689148602 0
"560" 162.207516728818 2037.30649152282 1
"561" 119.201760978294 1963.64582434808 0
"562" 120.013978946496 2003.46473953223 0
"563" 157.989432926097 1976.1923590499 1
"564" 155.084469964913 1886.88267603326 1
"565" 162.144404935798 2021.01337018922 1
"566" 118.582294504959 1836.23668547403 0
"567" 160.797182610137 2023.80994120953 1
"568" 160.665161912032 2034.07099131291 1
"569" 168.353180975873 2159.90257854846 1
"570" 163.645232566834 2085.55280213003 1
"571" 165.864164789245 2103.62743096079 1
"572" 161.333696577017 2046.231468622 1
"573" 161.895919837108 2057.02612393298 1
"574" 119.709436123091 1984.97748097921 0
"575" 162.569332616358 2034.7103034558 1
"576" 161.227858971356 2029.7787554368 1
"577" 154.481106911066 1868.09378973342 1
"578" 159.472195908589 1991.04720869061 1
"579" 165.30108407372 2103.17480965498 1
"580" 158.462060455189 1965.11887160099 1
"581" 161.489699796274 2034.55138946214 1
"582" 155.958355456695 1914.98765112808 1
"583" 165.656721662099 2107.14189108631 1
"584" 158.767483266473 1971.89814158821 1
"585" 163.672831222028 2080.89061760095 1
"586" 120.096756127897 2060.61446054848 0
"587" 118.795669186508 1893.77612521923 0
"588" 167.706073507931 2155.84501456674 1
"589" 157.615048217847 1975.43644679927 1
"590" 119.667278900518 1960.52160161845 0
"591" 163.803085837944 2058.36808641955 1
"592" 169.509471523706 2192.10224114336 1
"593" 159.064082154834 1967.84248940662 1
"594" 119.408476987462 1951.13039597511 0
"595" 160.637624199329 2037.06552977045 1
"596" 163.000443611159 2050.84938592547 1
"597" 162.785741939169 2072.91037040457 1
"598" 159.864143026651 1981.22867602861 1
"599" 157.005158664087 1937.64505042353 1
"600" 164.755272809791 2082.20781629158 1
"601" 120.746833045234 2117.85160634101 0
"602" 156.99794725155 1919.37109800281 1
"603" 158.206263953719 1970.04345834177 1
"604" 158.882246696502 1972.9801760848 1
"605" 165.724971873052 2115.20771211228 1
"606" 157.842221709381 1949.96187749184 1
"607" 155.74701444531 1939.06911004166 1
"608" 160.919355060257 2001.58365084818 1
"609" 152.649374104102 1874.26138333816 1
"610" 120.398599930471 2015.97361787897 0
"611" 158.33367675997 1984.30869829235 1
"612" 161.56578116973 2021.01337018922 1
"613" 155.110311538871 1895.10113323703 1
"614" 160.41075402347 2013.3490664192 1
"615" 161.444756284208 2029.28122699286 1
"616" 163.386979951734 2088.02566225898 1
"617" 160.35292206131 2003.75372490687 1
"618" 156.821938979494 1935.00106241838 1
"619" 119.217137543382 1944.60870879803 0
"620" 158.35756549662 1975.76816110009 1
"621" 159.932372716245 1998.06942424192 1
"622" 121.252368590161 2149.75306070156 0
"623" 154.861351549034 1890.41500496607 1
"624" 162.288136548773 2047.67263533223 1
"625" 165.052661106337 2105.79381214304 1
"626" 118.493766731911 1853.52137502634 0
"627" 158.081141765913 1984.81363868949 1
"628" 155.60571216787 1915.45953774374 1
"629" 150.70560579719 1836.86858156078 1
"630" 167.866874911132 2161.37251838748 1
"631" 159.767459643606 2016.8670715487 1
"632" 160.256234640951 2005.66488637025 1
"633" 117.42527483451 1745.92485126093 0
"634" 158.559997025294 1987.63893128272 1
"635" 118.973401971263 1895.5430938063 0
"636" 120.607976158999 2082.6356081296 0
"637" 156.125882441287 1935.15091407313 1
"638" 162.87137999562 2059.12476594519 1
"639" 157.573828430939 1964.83116617746 1
"640" 157.263783252301 1958.13625148763 1
"641" 167.343581798689 2166.08805825978 1
"642" 120.957969631751 2060.11989923501 0
"643" 159.968134124871 1986.53041377772 1
"644" 147.010181900295 1740.0010759924 1
"645" 119.740301501607 1988.83563588127 0
"646" 156.467230100408 1922.26616264279 1
"647" 153.585553593969 1884.46305170484 1
"648" 156.127539394251 1903.19656984914 1
"649" 152.8717766011 1868.09378973342 1
"650" 155.303611272007 1912.84739072705 1
"651" 167.082674912814 2145.42800629871 1
"652" 162.344969014342 2051.00273227412 1
"653" 166.133169568743 2132.92221292633 1
"654" 168.868803136242 2172.05585451356 1
"655" 159.644659598808 1974.15571445741 1
"656" 156.473281080817 1921.72597809003 1
"657" 163.347887524063 2082.24446075897 1
"658" 163.862001548622 2085.69626634032 1
"659" 148.14100927964 1782.1808266488 1
"660" 148.932980586322 1765.67717513915 1
"661" 154.428263883342 1879.54536649934 1
"662" 162.515053437695 2071.00087287995 1
"663" 119.380569060844 1973.34612082266 0
"664" 160.174516562508 2024.15474082423 1
"665" 155.668246819475 1920.77953582168 1
